Job Title,Job Salary,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role
Corporate IT Sales,Not Disclosed by Recruiter,2-5,marketing_executive distributors sales_strategy business_development sales_executive,Sales,HYDERABAD,Sales Retail Business_Development,IT-Software Software_Services,Sales Executive/Officer
Senior Manager Manager Marketing Spiral,Not Disclosed by Recruiter,15-20,sales sales_budgeting negotiations mechanical_engineering b.tech,Marketing,BENGALURU,Marketing Advertising MR PR Media_Planning,Government Defence,Marketing Manager
MEP Purchase Construction,Not Disclosed by Recruiter,3-5,costing packaging fmcg administration_management due_diligence claims agribusiness contract_administration rate_analysis information_technology,Purchase Material_Management,BENGALURU,Purchase Logistics Supply_Chain,Recruitment Staffing,Purchase/Vendor Development Manager
Urgent requirement for NET MVC role for Gurgaon location,"4,00,000-9,00,000",2-5,mvc .net,Voice,GURGAON,ITES BPO KPO LPO Customer_Service Operations,KPO Research Analytics,Assistant Manager/Manager-(Technical)
Accountant,Not Disclosed by Recruiter,1-3,vat tds financial_reporting sales_tax journal_entries tally_erp stock_management service_tax bank_reconciliation,Accounts,DELHI,Accounts Finance Tax Company_Secretary Audit,IT-Software Software_Services,Accounts Executive/Accountant
Now Hiring Back Office Executive accounts marketing tech Support,"1,75,000-3,75,000",0-0,international_bpo domestic_bpo back_office technical_support bpo data_entry data_entry_operator computer_operator accounting voice_process non_voice call_center,Voice,MUMBAI NAVI SUBURBS,ITES BPO KPO LPO Customer_Service Operations,BPO Call_Centre ITeS,Telecalling/Telemarketing Executive
Manager Business Development CASA,Not Disclosed by Recruiter,1-5,cross_selling banking_sales sales,Sales,RAJKOT INDORE AHMEDABAD VADODARA BHOPAL,Sales Retail Business_Development,Accounting Finance,Sales/Business Development Manager
Drupal,Not Disclosed by Recruiter,5-6,php html mysql jquery drupal technical_support open_source test_cases business_process outsourcing,Programming_&_Design,MUMBAI,IT_Software,IT-Software Software_Services,Software Developer
Sr Accounts Receivable Analyst,Not Disclosed by Recruiter,2-7,sap analytical technical_support training time_management ihs legal testing,Accounts,NOIDA,Accounts Finance Tax Company_Secretary Audit,Banking Financial_Services Broking,Accounts Executive/Accountant
Hospital Healthcare Counsellor Bangalore,"2,25,000-3,75,000",1-5,eye counsellor hospital counselling,N.A.,BENGALURU,Other,Medical Healthcare Hospitals,Other
Oracle Endeca Commerce,Not Disclosed by Recruiter,3-7,business_process commerce outsourcing oracle troubleshooting operations endeca,Programming_&_Design,HYDERABAD,IT_Software,IT-Software Software_Services,Software Developer
DOT NET Developer,Not Disclosed by Recruiter,2-4,stored_procedures ms_sql coding c# server development vb.net c technical specification database_development sql front_end web analytical design database asp.net developer programming,Programming_&_Design,BENGALURU,IT_Software,IT-Software Software_Services,Software Developer
IT Project Manager,"4,00,000-8,00,000",7-10,it_project_management project_planning it_project_manager it_project_lead,Programming_&_Design,PUNE,IT_Software,Real_Estate Property,Project Lead
Civil Designer PDMS Bangalore,Not Disclosed by Recruiter,4-9,oil gas civil_design,N.A.,BENGALURU,Other,Oil_and_Gas Energy Power Infrastructure,Other
Product head Sales Air Filters CPI NR ,"10,00,000-14,00,000",8-12,sales selling pharma_industry,Sales,MUMBAI PUNE,Sales Retail Business_Development,Industrial_Products Heavy_Machinery,Sales / BD Manager
Customer interaction,Not Disclosed by Recruiter,2-5,telephone_handling hr customer_interaction,Voice,HYDERABAD,ITES BPO KPO LPO Customer_Service Operations,Wellness Fitness Sports Beauty,Associate/Senior Associate -(NonTechnical)
IT Manager,Not Disclosed by Recruiter,10-15,it_infrastructure_operations itsm business_operations service_delivery basic networking kpi management,N.A.,MUMBAI,IT_Software,IT-Software Software_Services,IT/Networking-Manager
Executive Sr executive Cargo Sales,Not Disclosed by Recruiter,3-5,business_administration executive executive performance sales_head airlines cargo sales direct_sales customer,Sales,BENGALURU,Sales Retail Business_Development,Travel Hotels Restaurants Airlines Railways,Sales Executive/Officer
Security Consultant Data Application Security Services,Not Disclosed by Recruiter,12-13,web_application_security solution_development it_security application_security_testing web_technologies process_analysis data_security maintenance_activities technical_management security_services security_consultant,Other,BENGALURU,IT_Software,IT-Software Software_Services,Outside Consultant
Digital Marketing Operations Manager Media,Not Disclosed by Recruiter,5-8,team_management sales social_media media_buying marketing_budget marketing_operations staff_management digital_marketing strategic_marketing seo,Online Digital_Marketing,HYDERABAD,Marketing Advertising MR PR Media_Planning,IT-Software Software_Services,Social Media Marketing Manager
Relationship Manager Broking,Not Disclosed by Recruiter,4-5,sales relationship_management dealing client_servicing broking equity client_handling relationship_manager,Retail Personal_Banking,MUMBAI,Financial_Services Banking Investments Insurance,Banking Financial_Services Broking,Client Servicing/Key Account Manager
JOB Opening For AVP Ab Initio Administrator Hyderabad,"19,00,000-25,00,000",10-19,hive cluster nosql ab_initio hdfs hadoop big_data,Programming_&_Design,CHENNAI,IT_Software,IT-Software Software_Services,Software Developer
Urgent Opening for Java full Stack Bangalore,Not Disclosed by Recruiter,7-11,java node.js javascript css agile_methodology aws docker html5 bootstrap angularjs sql_server mysql oracle rest git jenkins,Programming_&_Design,BENGALURU,IT_Software,IT-Software Software_Services,Software Developer
Lead Data Scientist,Not Disclosed by Recruiter,3-6,data_science machine_learning python data_mining data_visualization sql data_analysis spark data_analytics algorithms lead_data_scientist,Programming_&_Design,BENGALURU,IT_Software,IT-Software Software_Services,Team Lead/Technical Lead
Senior Fund Administrator,Not Disclosed by Recruiter,4-5,service_level financial_reporting mutual_funds fund_accounting finance insurance banking team_leading investment_products auditing,Mutual_Funds Fund_Management Asset_Management,ANDHRA PRADESH INDIA HYDERABAD,Financial_Services Banking Investments Insurance,Banking Financial_Services Broking,Fund Manager-Debt
UI UX Developer Job Noida,Not Disclosed by Recruiter,1-2,ux ui developer,Programming_&_Design,DELHI,IT_Software,IT-Software Software_Services,Software Developer
SQL Server Administrator,Not Disclosed by Recruiter,1-5,sql server_administrator windows performance_tuning information_technology monitoring powershell business_services sql_server_administration individual_contributor,Programming_&_Design,GURGAON,IT_Software,Semiconductors Electronics,Software Developer
SEO Executive,Not Disclosed by Recruiter,1-2,seo website html social_bookmarking knowledge article_submission analysis research page be,N.A.,GURGAON,IT_Software,IT-Software Software_Services,Webmaster
The right job keeps you out of trouble Join Adeeba Today ,Not Disclosed by Recruiter,2-7,iphone inbound_calls troubleshooting business_executive technical_support,Voice,KOLKATA,ITES BPO KPO LPO Customer_Service Operations,IT-Software Software_Services,Associate/Senior Associate -(NonTechnical)
Product Manager ITeS Service Delivery Fintech Domain,Not Disclosed by Recruiter,5-8,software_development,Programming_&_Design,NOIDA,IT_Software,IT-Software Software_Services,Product Manager
Android Developer,Not Disclosed by Recruiter,3-7,android_developer,Programming_&_Design,NAVI MUMBAI,IT_Software,Media Entertainment Internet,Software Developer
Senior Sales Manager,Not Disclosed by Recruiter,7-10,channel_partners promotions equity_sales team_management financial_products team_handling client_acquisition sales_strategy new_client_acquisition market_analysis sales,Sales,MUMBAI,Sales Retail Business_Development,Banking Financial_Services Broking,Regional Manager
SSE Storage Back up netapp,Not Disclosed by Recruiter,7-12,unix ms_sql pmp information_security mysql emc windows vlan troubleshooting virtualization,N.A.,BENGALURU,IT_Software,IT-Software Software_Services,IT/Networking-Manager
Engineer Software Development,Not Disclosed by Recruiter,2-3,unix computer_science linux_development xml mysql agile splunk json scrum apache_tomcat,Programming_&_Design,BENGALURU,IT_Software,Media Entertainment Internet,Software Developer
Tech Analyst Tech Specialist,Not Disclosed by Recruiter,4-9,requirement_gathering web_development estimation database_oracle html tools ajax javascript,Programming_&_Design,CHENNAI,IT_Software,Recruitment Staffing,Software Developer
Assistant Brand Manager,Not Disclosed by Recruiter,2-3,media_planning product_launch market_research brand_management,Marketing,CHENNAI,Marketing Advertising MR PR Media_Planning,FMCG Foods Beverage,Product/Brand Manager
Manager Business Transformation,Not Disclosed by Recruiter,10-15,business_strategy six_sigma_processes operational_excellence agile_methodology 6_sigma_processes lean_six_sigma business_improvement lean_processes business_transformation six_sigma_black_belt machine_learning digital_transformation,Corporate_Planning Consulting Strategy,MUMBAI,Strategy Management_Consulting Corporate_Planning,KPO Research Analytics,Corporate Planning/Strategy Manager
Program Manager scm ,Not Disclosed by Recruiter,6-9,program_management customer_experience process_improvement process_excellence supply_chain project_planning risk_management operations_planning warehouse_operations stakeholder_management,Corporate_Planning Consulting Strategy,BENGALURU,Strategy Management_Consulting Corporate_Planning,Internet Ecommerce,Corporate Planning/Strategy Manager
Instrumentation Engineers,Not Disclosed by Recruiter,5-9,instrumentation,Engineering_Design,CHENNAI,Engineering_Design R&D,Construction Engineering Cement Metals,Senior Design Engineer
Business Development Manager Aluminum Die Casting ,Not Disclosed by Recruiter,5-10,key_account_management die_casting business_development_executive aluminium channel_sales sales_head marketing_executive business_development oem_sales automobile,Sales,GURGAON,Sales Retail Business_Development,Recruitment Staffing,Sales/Business Development Manager
Executive Sr Executive FIT Operations,Not Disclosed by Recruiter,0-2,ticketing mice travel_insurance billing counselling financial_services foreign_exchange executive cost,Ticketing Travel Documentation,MUMBAI,Travel Tours Ticketing Airlines,Recruitment Staffing,Reservations Executive
Java Developer,Not Disclosed by Recruiter,4-9,hibernate web_technologies java_web_services architectural_design orm spring core_java software_development java j2ee oracle j2ee_architecture,Programming_&_Design,CHENNAI,IT_Software,IT-Software Software_Services,Software Developer
Accountant Sr Manager Accounts,Not Disclosed by Recruiter,3-8,accounting_software tds returns online_banking gst account_management invoicing travel_agency customer_service credit_cards,Accounts,NCR DELHI,Accounts Finance Tax Company_Secretary Audit,Travel Hotels Restaurants Airlines Railways,Accounts Executive/Accountant
Content Development Manager Retail,Not Disclosed by Recruiter,3-6,content_creation retail_sales training_needs operations_team_handling customer_service content_writing retail communication_skills visual_merchandise content_development client_servicing store_management content_management_system customer_acquisition,Content_Development,MUMBAI,Journalism Editing Content,Retail Wholesale,Content Developer
Secretary cum Coordinator,Not Disclosed by Recruiter,1-3,administration shorthand technology_management sales secretary relationship scheduling management,N.A.,KOLKATA,Executive_Assistant Front_Office Data_Entry,Wellness Fitness Sports Beauty,Secretary/PA
Director Business Development,Not Disclosed by Recruiter,5-10,business_development bdm,Senior_Management,GURGAON,Sales Retail Business_Development,Medical Healthcare Hospitals,Head/VP/GM/National Manager -Sales
HR Recruiter,"50,000-3,00,000",2-4,salary conducting_interviews selection joining_formalities hiring mass_mailing hr benefits interviewing recruitment,N.A.,BENGALURU,Other,Other,Other
DBA DB ,Not Disclosed by Recruiter,7-12,cobal db2 jcl,Programming_&_Design,AGRA CHENNAI HYDERABAD AGARTALA PUNE KOLKATA AIZAWL AHMEDNAGAR BENGALURU,IT_Software,IT-Software Software_Services,Software Developer
